43;;Österreich;
43;1;Österreich;Wien
43;2142;Österreich;Gattendorf
43;2143;Österreich;Kittsee
43;2144;Österreich;Deutsch Jahrndorf
43;2145;Österreich;Prellenkirchen
43;2146;Österreich;Nickelsdorf
43;2147;Österreich;Zurndorf
43;2160;Österreich;Jois
43;2162;Österreich;Bruck an der Leitha
43;2163;Österreich;Petronell-Carnuntum
43;2164;Österreich;Rohrau
43;2165;Österreich;Hainburg a.d. Donau
43;2166;Österreich;Parndorf
43;2167;Österreich;Neusiedl am See
43;2168;Österreich;Mannersdorf am Leithagebirge
43;2169;Österreich;Trautmannsdorf an der Leitha
43;2172;Österreich;Frauenkirchen
43;2173;Österreich;Gols
43;2174;Österreich;Wallern im Burgenland
43;2175;Österreich;Apetlon
43;2176;Österreich;Tadten
43;2177;Österreich;Podersdorf am See
43;2212;Österreich;Orth an der Donau
43;2213;Österreich;Lassee
43;2214;Österreich;Kopfstetten
43;2215;Österreich;Probstdorf
43;2216;Österreich;Leopoldsdorf im Marchfelde
43;2230;Österreich;Schwadorf
43;2231;Österreich;Purkersdorf
43;2232;Österreich;Fischamend
43;2233;Österreich;Preßbaum
43;2234;Österreich;Gramatneusiedl
43;2235;Österreich;Maria-Lanzendorf
43;2236;Österreich;MÖdling
43;2237;Österreich;Gaaden
43;2238;Österreich;Kaltenleutgeben
43;2239;Österreich;Breitenfurt bei Wien
43;2242;Österreich;Sankt Andrä-WÖrdern
43;2243;Österreich;Klosterneuburg
43;2244;Österreich;Langenzersdorf
43;2245;Österreich;Wolkersdorf im Weinviertel
43;2246;Österreich;Gerasdorf bei Wien
43;2247;Österreich;Deutsch-Wagram
43;2248;Österreich;Markgrafneusiedl
43;2249;Österreich;Groß-Enzersdorf
43;2252;Österreich;Baden
43;2253;Österreich;Oberwaltersdorf
43;2254;Österreich;Ebreichsdorf
43;2255;Österreich;Deutsch Brodersdorf
43;2256;Österreich;Leobersdorf
43;2257;Österreich;Klausen-Leopoldsdorf
43;2258;Österreich;Alland
43;2259;Österreich;Münchendorf
43;2262;Österreich;Korneuburg
43;2263;Österreich;Großrußbach
43;2264;Österreich;Rückersdorf (Harmannsdorf)
43;2265;Österreich;Hausleiten
43;2266;Österreich;Stockerau
43;2267;Österreich;Sierndorf
43;2268;Österreich;Großmugl
43;2269;Österreich;Niederfellabrunn
43;2271;Österreich;Ried am Riederberg
43;2272;Österreich;Tulln an der Donau
43;2273;Österreich;Tulbing
43;2274;Österreich;Sieghartskirchen
43;2275;Österreich;Atzenbrugg
43;2276;Österreich;Reidling
43;2277;Österreich;Zwentendorf
43;2278;Österreich;Absdorf
43;2279;Österreich;Kirchberg am Wagram
43;2282;Österreich;Gänserndorf
43;2283;Österreich;Angern an der March
43;2284;Österreich;Oberweiden
43;2285;Österreich;Marchegg
43;2286;Österreich;Obersiebenbrunn
43;2287;Österreich;Strasshof an der Nordbahn
43;2288;Österreich;Auersthal
43;2289;Österreich;Matzen
43;2522;Österreich;Laa an der Thaya
43;2523;Österreich;Kirchstetten (Neudorf bei Staatz)
43;2524;Österreich;Kautendorf
43;2525;Österreich;Gnadendorf
43;2526;Österreich;Stronsdorf
43;2527;Österreich;Wulzeshofen
43;2532;Österreich;Zistersdorf
43;2533;Österreich;Neusiedl an der Zaya
43;2534;Österreich;Niedersulz
43;2535;Österreich;Hohenau an der March
43;2536;Österreich;DrÖsing
43;2538;Österreich;Velm-GÖtzendorf
43;2552;Österreich;Poysdorf
43;2554;Österreich;Stützenhofen
43;2555;Österreich;Herrnbaumgarten
43;2556;Österreich;Großkrut
43;2557;Österreich;Bernhardsthal
43;2572;Österreich;Mistelbach
43;2573;Österreich;Wilfersdorf
43;2574;Österreich;Gaweinstal
43;2575;Österreich;Ladendorf
43;2576;Österreich;Ernstbrunn
43;2577;Österreich;Asparn an der Zaya
43;2610;Österreich;Horitschon
43;2611;Österreich;Mannersdorf an der Rabnitz
43;2612;Österreich;Oberpullendorf
43;2613;Österreich;Deutschkreutz
43;2614;Österreich;Kleinwarasdorf
43;2615;Österreich;Lutzmannsburg
43;2616;Österreich;Lockenhaus
43;2617;Österreich;Draßmarkt
43;2618;Österreich;Markt Sankt Martin
43;2619;Österreich;Lackendorf
43;2620;Österreich;Willendorf
43;2621;Österreich;Sieggraben
43;2622;Österreich;Wiener Neustadt
43;2623;Österreich;Pottendorf
43;2624;Österreich;Ebenfurth
43;2625;Österreich;Bad Sauerbrunn
43;2626;Österreich;Mattersburg
43;2627;Österreich;Pitten
43;2628;Österreich;Felixdorf
43;2629;Österreich;Warth (NiederÖsterreich)
43;2630;Österreich;Ternitz
43;2631;Österreich;PÖttsching
